Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Area
A Slice of New York Pizza,Quick Serve,Pizza,727 Eighth Ave,212-453-8970,,1,10036.0,40.759576,-73.988099,4.0,3.0,121.0,1081652.0,1010360036.0,Clinton                                                                    ,"{'longitude': '-73.988099', 'needs_recoding': False, 'human_address': '{""address"":""727 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759576'}",
Tonic Sports Bar & Restaurant,Full Serve,American,727 Seventh Ave,(212) 382-1059,www.thetonicbar.com,1,10019.0,40.760059,-73.984005,5.0,4.0,125.0,1022690.0,1010010004.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984005', 'needs_recoding': False, 'human_address': '{""address"":""727 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760059'}",
Daniela's Trattoria,Full Serve,Italian,728 Eighth Ave,212 869-3585,,1,10036.0,40.759327,-73.988258,5.0,3.0,119.0,1024719.0,1010170002.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.988258', 'needs_recoding': False, 'human_address': '{""address"":""728 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759327'}",
Spice Fusion,Full Serve,Indian,777 Eighth Ave,212-757-8100,www.myspicefusion.com,1,10036.0,40.76068,-73.987287,4.0,3.0,127.0,1025101.0,1010380031.0,Clinton                                                                    ,"{'longitude': '-73.987287', 'needs_recoding': False, 'human_address': '{""address"":""777 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76068'}",
Latitude,Full Serve,American,783 Eighth Ave,(212) 245-3034,,1,10036.0,40.760814,-73.987189,4.0,3.0,127.0,1025103.0,1010380034.0,Clinton                                                                    ,"{'longitude': '-73.987189', 'needs_recoding': False, 'human_address': '{""address"":""783 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760814'}",
Brazil Grill,Full Serve,Brazilian,787 Eighth Ave,(212) 307-9449,http://cityinsights.com/newyork/brazilgrill.htm,1,10036.0,40.760902,-73.987124,4.0,3.0,127.0,1025105.0,1010380036.0,Clinton                                                                    ,"{'longitude': '-73.987124', 'needs_recoding': False, 'human_address': '{""address"":""787 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760902'}",
Hawaiian Tropic Zone,Full Serve,American,729 Seventh Ave,212-626-7312,www.hawaiiantropiczone.com,1,10019.0,40.760103,-73.983973,5.0,4.0,125.0,1022699.0,1010017501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983973', 'needs_recoding': False, 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760103'}",
Houlihan's Restaurant & Bar,Full Serve,American,729 Seventh Ave,2126267316,www.houlihans.com,1,10019.0,40.760103,-73.983973,5.0,4.0,125.0,1022699.0,1010017501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983973', 'needs_recoding': False, 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760103'}",
Ruby Tuesday,Full Serve,American,7 Times Sq,(212) 382-3898 ,http://www.rubytuesday.com/,1,10036.0,40.755915,-73.986681,5.0,3.0,113.0,1086069.0,1009940001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986681', 'needs_recoding': False, 'human_address': '{""address"":""7 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.755915'}",
Playwright Celtic Pub,Bar / Lounge,,732 Eighth Ave,(212) 354-8404,http://www.playwrightcelticpubnyc.com/,1,10036.0,40.759401,-73.988204,5.0,3.0,119.0,1024721.0,1010170004.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.988204', 'needs_recoding': False, 'human_address': '{""address"":""732 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759401'}",
Smith's Bar & Restaurant,Full Serve,American,701 Eighth Ave,(212) 246-3268,www.smithsbar.com,1,10036.0,40.758632,-73.988785,4.0,3.0,121.0,1024991.0,1010350029.0,Clinton                                                                    ,"{'longitude': '-73.988785', 'needs_recoding': False, 'human_address': '{""address"":""701 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758632'}",
Pax Foods,Café / Deli,,740 Seventh Ave,(212) 399-9100,www.paxfood.com,1,10019.0,40.760369,-73.983807,5.0,4.0,125.0,1024778.0,1010200036.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983807', 'needs_recoding': False, 'human_address': '{""address"":""740 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760369'}",
"Godiva Chocolatier, Inc.",Consumables,Non-beverages,745 Seventh Ave,(212) 921-2193,www.godiva.com,1,10019.0,40.760605,-73.983612,5.0,4.0,125.0,1084667.0,1010020001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983612', 'needs_recoding': False, 'human_address': '{""address"":""745 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760605'}",
Hale & Hearty,Café / Deli,,745 Seventh Ave,2122219666,www.haleandhearty.com,1,10019.0,40.760605,-73.983612,5.0,4.0,125.0,1084667.0,1010020001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983612', 'needs_recoding': False, 'human_address': '{""address"":""745 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760605'}",
Majestic Delication Café,Café / Deli,,750 Seventh Ave,2125818249,www.majesticdeli.com,1,10019.0,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,1010210026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983525', 'needs_recoding': False, 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760753'}",
Ruby Foo's,Full Serve,Pan Asian,750 Seventh Ave,(212) 489-5600,www.brguestrestaurants.com,1,10019.0,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,1010210026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983525', 'needs_recoding': False, 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760753'}",
Starbucks,Coffee,,750 Seventh Ave,2129740032,www.starbucks.com,1,10019.0,40.760753,-73.983525,5.0,4.0,125.0,1024795.0,1010210026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983525', 'needs_recoding': False, 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760753'}",
Kodama Sushi,Full Serve,Japanese,301 W 45th St,(212) 582-8065 ,http://kodamajapanesenyc.com/,1,10036.0,40.759351,-73.988814,4.0,3.0,121.0,1025011.0,1010360029.0,Clinton                                                                    ,"{'longitude': '-73.988814', 'needs_recoding': False, 'human_address': '{""address"":""301 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759351'}",
"Mean Fiddler, The",Bar / Lounge,,266 W 47th St,(212) 354-2950,,1,10036.0,40.76001,-73.986557,5.0,3.0,125.0,1024748.0,1010180061.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986557', 'needs_recoding': False, 'human_address': '{""address"":""266 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76001'}",
Midtown Gourmet Deli,Café / Deli,,840 Eighth Ave,(212) 586-6433,,1,10019.0,40.762694,-73.985799,5.0,3.0,131.0,1024813.0,1010220061.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985799', 'needs_recoding': False, 'human_address': '{""address"":""840 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762694'}",
Nan King Chinese Cuisine,Full Serve,Chinese,1632 Broadway,(212) 586-3100,,1,10019.0,40.761516,-73.983976,5.0,4.0,131.0,1024810.0,1010220026.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983976', 'needs_recoding': False, 'human_address': '{""address"":""1632 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761516'}",
Patzeria Pizza,Quick Serve,Pizza,231 W 46th St,(212) 575-7646,http://www.patzeriaspizzanyc.com,1,10036.0,40.759101,-73.986276,5.0,3.0,125.0,1024738.0,1010180013.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986276', 'needs_recoding': False, 'human_address': '{""address"":""231 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759101'}",
Piano Due,Quick Serve,American,151 W 51st St,(212) 399-9400,http://www.pianoduenyc.net/,1,10019.0,40.761324,-73.981846,5.0,4.0,131.0,1023157.0,1010040020.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.981846', 'needs_recoding': False, 'human_address': '{""address"":""151 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761324'}",
Sombrero,Full Serve,Mexican,303 W 48th St,(212) 586-4853,www.sombreroRestaurant.com,1,10036.0,40.76124,-73.987478,4.0,3.0,127.0,1025141.0,1010390029.0,Clinton                                                                    ,"{'longitude': '-73.987478', 'needs_recoding': False, 'human_address': '{""address"":""303 W 48th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76124'}",
Thalia Kitchen,Full Serve,Italian,828 Eighth Ave,(212) 399-4444,http://www.restaurantthalia.com/,1,10019.0,40.762192,-73.986164,5.0,3.0,125.0,1085498.0,1010210001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986164', 'needs_recoding': False, 'human_address': '{""address"":""828 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762192'}",
Glass House Tavern,Full Serve,American,"252 W 47th St
Storefront",(212) 730-4800,http://glasshousetavern.com,1,10036.0,40.759906,-73.986312,5.0,3.0,125.0,1024745.0,1010180055.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986312', 'needs_recoding': False, 'human_address': '{""address"":""252 W 47th St Storefront"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759906'}",
Z Deli-Pizzeria,Quick Serve,Pizza,803 Eighth Ave,(212) 315-1659,,1,10019.0,40.761371,-73.986785,4.0,3.0,127.0,1025144.0,1010390032.0,Clinton                                                                    ,"{'longitude': '-73.986785', 'needs_recoding': False, 'human_address': '{""address"":""803 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761371'}",
Zheng's Lucky Sunday Garden,Quick Serve,Chinese,856 Eighth Ave,(212) 459-3607,http://www.luckysundayny.com/,1,10019.0,40.763207,-73.985423,5.0,3.0,131.0,1081644.0,1010230002.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985423', 'needs_recoding': False, 'human_address': '{""address"":""856 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.763207'}",
Charley O's,Full Serve,American,1611 Broadway,(212) 246-1960,,1,10019.0,40.760696,-73.984568,5.0,3.0,125.0,1076195.0,1010200046.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984568', 'needs_recoding': False, 'human_address': '{""address"":""1611 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760696'}",
Amadeus Pizza,Quick Serve,Pizza,856 Eighth Ave,(212) 489-6187,www.rayspizzany.com,1,10019.0,40.763207,-73.985423,5.0,3.0,131.0,1081644.0,1010230002.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985423', 'needs_recoding': False, 'human_address': '{""address"":""856 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.763207'}",
Angus McIndoe Restaurant,Full Serve,American,258 West 44th Street,(212) 221-9222,www.AngusMcIndoe.com,1,10036.0,40.758108,-73.987861,5.0,3.0,119.0,1024710.0,1010150059.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987861', 'needs_recoding': False, 'human_address': '{""address"":""258 West 44th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758108'}",
Brazil Brazil,Full Serve,Brazilian,328 W 46th St,(212) 957-4300,www.brazilbrazilrestaurant.com,1,10036.0,40.760205,-73.988922,4.0,3.0,121.0,1076202.0,1010360045.0,Clinton                                                                    ,"{'longitude': '-73.988922', 'needs_recoding': False, 'human_address': '{""address"":""328 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760205'}",
Sofia's,Full Serve,Italian,221 W 46th St,(212) 719-5799,www.sofiasny.com,1,10036.0,40.759025,-73.986092,5.0,3.0,125.0,1076192.0,1010180018.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986092', 'needs_recoding': False, 'human_address': '{""address"":""221 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759025'}",
Cafe Nicole @ Novotel,Full Serve,French,226 W 52nd St,(951) 729-8661,http://www.novotel.com/gb/hotel-0753-novotel-new-york-times-square/restaurant.shtml,1,10019.0,40.762897,-73.983683,5.0,3.0,131.0,1024817.0,1010230018.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983683', 'needs_recoding': False, 'human_address': '{""address"":""226 W 52nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762897'}",
Cafe Edison,Full Serve,American,228 W 47th St,(212) 840-5000,www.edisonhotelnyc.com,1,10036.0,40.759727,-73.985886,5.0,3.0,125.0,1076192.0,1010180018.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985886', 'needs_recoding': False, 'human_address': '{""address"":""228 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759727'}",
Ciro Trattoria,Full Serve,Italian,813 Eighth Ave,(212) 307-5484,www.cirotrattorianyc.com,1,10019.0,40.761569,-73.98664,4.0,3.0,127.0,1025144.0,1010390032.0,Clinton                                                                    ,"{'longitude': '-73.98664', 'needs_recoding': False, 'human_address': '{""address"":""813 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761569'}",
Olympic Restaurant,Full Serve,American,807 Eighth Ave,(212) 956-3230,,1,10019.0,40.761451,-73.986727,4.0,3.0,127.0,1025144.0,1010390032.0,Clinton                                                                    ,"{'longitude': '-73.986727', 'needs_recoding': False, 'human_address': '{""address"":""807 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761451'}",
Emmett O'Lunney's,Bar / Lounge,,210 W 50th St,(212) 957-5100,www.emmettolunneys.com,1,10019.0,40.76156,-73.984395,5.0,3.0,125.0,1024802.0,1010210045.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984395', 'needs_recoding': False, 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76156'}",
Maxie's Delicatessen,Café / Deli,,723 Seventh Ave,(212) 398-1118,,1,10019.0,40.759974,-73.984067,5.0,4.0,125.0,1022688.0,1010010001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984067', 'needs_recoding': False, 'human_address': '{""address"":""723 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759974'}",
Palm Restaurant,Full Serve,Steakhouse,250 W 50th St,(212) 333-7256,http://www.thepalm.com/,1,10019.0,40.76183,-73.985034,5.0,3.0,125.0,1085498.0,1010210001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985034', 'needs_recoding': False, 'human_address': '{""address"":""250 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76183'}",
Jade Terrace,Full Serve,Chinese,268 W 47th St,(212) 398-3800 ,,1,10036.0,40.760024,-73.986594,5.0,3.0,125.0,1024748.0,1010180061.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986594', 'needs_recoding': False, 'human_address': '{""address"":""268 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760024'}",
vacant (Red Mango),Quick Serve,Dessert,723 Eighth Ave,(212) 315-0101,http://www.redmangousa.com/default.html,1,10036.0,40.75945,-73.988193,4.0,3.0,121.0,1025011.0,1010360029.0,Clinton                                                                    ,"{'longitude': '-73.988193', 'needs_recoding': False, 'human_address': '{""address"":""723 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.75945'}",
Russian Vodka Room,Full Serve,Russian,265 W 52nd St,(212) 307-5835 ,http://russianvodkaroom.com/,1,10019.0,40.763183,-73.984315,5.0,3.0,131.0,1024825.0,1010240001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984315', 'needs_recoding': False, 'human_address': '{""address"":""265 W 52nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.763183'}",
Katen Sushi Bar,Full Serve,Japanese,"1535 Broadway
8th Floor",(212) 398-1900 ,,1,10036.0,40.758267,-73.985468,5.0,3.0,119.0,1024727.0,1010170029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985468', 'needs_recoding': False, 'human_address': '{""address"":""1535 Broadway 8th Floor"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758267'}",
Rum House,Bar / Lounge,,228 W 47th St,(212) 869-3005,,1,10036.0,40.759727,-73.985886,5.0,3.0,125.0,1076192.0,1010180018.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985886', 'needs_recoding': False, 'human_address': '{""address"":""228 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759727'}",
Hudson's Sports Bar & Grill,Quick Serve,American,811 Seventh Ave,(212) 841-6551,,1,10019.0,40.762674,-73.982095,5.0,4.0,131.0,1023159.0,1010050001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.982095', 'needs_recoding': False, 'human_address': '{""address"":""811 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762674'}",
Russo's Steak and Pasta,Full Serve,American,790 Seventh Ave,(212) 621-8523,shearton.com/manhattan,1,10019.0,40.762005,-73.982612,5.0,4.0,131.0,1024818.0,1010230029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.982612', 'needs_recoding': False, 'human_address': '{""address"":""790 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762005'}",
Starlite Deli,Café / Deli,,212 W 44th St,(212) 840-1859 ,,1,10036.0,40.757531,-73.986493,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.986493', 'needs_recoding': False, 'human_address': '{""address"":""212 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757531'}",
Villa Pizza,Quick Serve,Pizza,662 Eighth Ave,(212) 302-2941,www.villapizza.com,1,10036.0,40.757381,-73.989669,5.0,3.0,119.0,1087142.0,1010140001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989669', 'needs_recoding': False, 'human_address': '{""address"":""662 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757381'}",
Harmony View,Bar / Lounge,,210 W 50th St,(212) 957-5100,www.harmonyview.com/,1,10019.0,40.76156,-73.984395,5.0,3.0,125.0,1024802.0,1010210045.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984395', 'needs_recoding': False, 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76156'}",
Pearls,Full Serve,Chinese,732 Seventh Ave,(212) 582-7380,,1,10019.0,40.760177,-73.983944,5.0,4.0,125.0,1024779.0,1010200038.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983944', 'needs_recoding': False, 'human_address': '{""address"":""732 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760177'}",
Frankie & Johnnie's Steakhouse,Full Serve,Steakhouse,269 W 45th St,(212) 997-9494,http://www.frankieandjohnnies.com/,1,10036.0,40.758863,-73.987641,5.0,3.0,119.0,1024718.0,1010170001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987641', 'needs_recoding': False, 'human_address': '{""address"":""269 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758863'}",
Times Square Hot Bagels,Café / Deli,,200 W 44th St,(212) 997-7300,,1,10036.0,40.757405,-73.98619,5.0,3.0,119.0,1024706.0,1010150029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98619', 'needs_recoding': False, 'human_address': '{""address"":""200 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757405'}",
Brasserie 1605,Full Serve,American,1605 Broadway,(212) 315-6195,www.cpmanhattantimessquare.com,1,10019.0,40.760537,-73.984644,5.0,3.0,125.0,1076195.0,1010200046.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984644', 'needs_recoding': False, 'human_address': '{""address"":""1605 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760537'}",
La Masseria,Full Serve,Italian,235 W 48th St,(212) 582-2111,http://www.lamasserianyc.com/,1,10036.0,40.760476,-73.985666,5.0,3.0,125.0,1076194.0,1010200005.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985666', 'needs_recoding': False, 'human_address': '{""address"":""235 W 48th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760476'}",
Teriyaki Boy (month to month),Quick Serve,Japanese,732 Seventh Ave,(212) 265-8181,,1,10019.0,40.760177,-73.983944,5.0,4.0,125.0,1024779.0,1010200038.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983944', 'needs_recoding': False, 'human_address': '{""address"":""732 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760177'}",
Hourglass Tavern,Full Serve,,373 W 46th St,(212) 265-2060,http://www.hourglasstavern.com,1,10036.0,40.760598,-73.989803,4.0,3.0,127.0,1025077.0,1010370101.0,Clinton                                                                    ,"{'longitude': '-73.989803', 'needs_recoding': False, 'human_address': '{""address"":""373 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760598'}",
Mama Sbarro's,Quick Serve,Pizza,1606 Broadway,(212) 768-4194,www.sbarro.com,1,10019.0,40.760556,-73.984615,5.0,4.0,125.0,1024779.0,1010200038.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984615', 'needs_recoding': False, 'human_address': '{""address"":""1606 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760556'}",
Yoshinoya Beef Bowl Restaurant,Full Serve,Japanese,255 W 42nd St,(212) 703-9940,http://www.yoshinoyausa.com,1,10036.0,40.756892,-73.988958,5.0,3.0,119.0,1087142.0,1010140001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.988958', 'needs_recoding': False, 'human_address': '{""address"":""255 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756892'}",
"Natsumi Restaurant, Bar & Lounge",Full Serve,Japanese,226 W 50th St,(212) 258-2988,www.natsumnyc.com,1,10019.0,40.761668,-73.984651,5.0,3.0,125.0,1024806.0,1010210052.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984651', 'needs_recoding': False, 'human_address': '{""address"":""226 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.761668'}",
Brooklyn Diner,Full Serve,Diner,155 W 43rd St,(212) 265-5400,www.brooklyndiner.com,1,10036.0,40.756082,-73.984948,5.0,4.0,119.0,1022610.0,1009960001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984948', 'needs_recoding': False, 'human_address': '{""address"":""155 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756082'}",
Chevys Fresh Mex,Full Serve,Mexican,259 W 42nd St,(212) 302-4010,http://www.chevysny.com/EN/index.html,1,10036.0,40.756917,-73.989016,5.0,3.0,119.0,1087142.0,1010140001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.989016', 'needs_recoding': False, 'human_address': '{""address"":""259 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756917'}",
Tasti D-Lite,Quick Serve,Dessert,1588 Broadway,(212) 977-4000,,1,10036.0,40.759873,-73.984915,5.0,4.0,125.0,1024757.0,1010197501.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984915', 'needs_recoding': False, 'human_address': '{""address"":""1588 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.759873'}",
Carve: Unique Sandwiches,Quick Serve,American,768 Eighth Ave,(212) 730-4949,http://www.carve.cc/,1,10036.0,40.760309,-73.987532,5.0,3.0,125.0,1024748.0,1010180061.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.987532', 'needs_recoding': False, 'human_address': '{""address"":""768 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760309'}",
Jamba Juice,Café / Deli,,1700 17th Street,(212) 582-1915,www.jambajuice.com,1,,,,,,,,,,"{'longitude': '-105.272599', 'needs_recoding': False, 'human_address': '{""address"":""1700 17th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.01635'}",
Starbucks (@ Marriott),Coffee,,1535 Broadway,(212) 398-1900,http://www.starbucks.com/store/14269/,1,10036.0,40.758267,-73.985468,5.0,3.0,119.0,1024727.0,1010170029.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.985468', 'needs_recoding': False, 'human_address': '{""address"":""1535 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.758267'}",
Ray's Famous Pizza,Quick Serve,Pizza,736 Seventh Ave,(212) 956-7297,www.rayspizzany.com,1,10019.0,40.760273,-73.983875,5.0,4.0,125.0,1024777.0,1010200035.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983875', 'needs_recoding': False, 'human_address': '{""address"":""736 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.760273'}",
Crown Deli,Full Serve,Italian,1678 Broadway,(212) 265-1414,,1,10019.0,40.762977,-73.983041,5.0,4.0,131.0,1024831.0,1010240131.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.983041', 'needs_recoding': False, 'human_address': '{""address"":""1678 Broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762977'}",
Bond 45,Full Serve,Italian,154 West 45th St,(212) 869-4545,www.bond45.com,1,10036.0,40.757408,-73.98423,5.0,4.0,119.0,1022624.0,1009970001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.98423', 'needs_recoding': False, 'human_address': '{""address"":""154 West 45th St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.757408'}",
Pax World,Café / Deli,,225 W 42nd St,(800) 767-1729,http://www.paxworld.com/,1,10036.0,40.756508,-73.988042,5.0,3.0,119.0,1024683.0,1010140017.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.988042', 'needs_recoding': False, 'human_address': '{""address"":""225 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.756508'}",
Avenue Restaurant @ Sheraton Hilton Hotel,Full Serve,American,811 Seventh Ave,(212) 581-3300,,1,10019.0,40.762674,-73.982095,5.0,4.0,131.0,1023159.0,1010050001.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.982095', 'needs_recoding': False, 'human_address': '{""address"":""811 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.762674'}",
Azalea,Full Serve,Italian,224 W 51st St,(212) 262-0105,http://www.lunapienanyc.com/azalea_new/,1,10019.0,40.76228,-73.984164,5.0,3.0,131.0,1024812.0,1010220043.0,Midtown-Midtown South                                                      ,"{'longitude': '-73.984164', 'needs_recoding': False, 'human_address': '{""address"":""224 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}', 'latitude': '40.76228'}",
